BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_USAGE_RATIO,ONEOFF_PURCHASE_RATIO,INSTALLMENT_PURCHASE_RATIO,TOTAL_PURCHASES,PURCHASES_PER_TRX,CASH_ADVANCE_PER_TRX,PAYMENT_RATIO,MINIMUM_PAYMENT_RATIO,FULL_PAYMENT_FLAG,UTILIZATION_RATIO
1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1083.301007,2172.697765,0.0,12,1.0776041158333334,0.0,0.9999999989131853,920.12,76.67666666666666,0.0,0.9027508391666667,1.8105814708333332,0,0.7667666666666667
630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.25,0.25,0.0,0.0,0,6,2000.0,705.618627,155.549069,0.0,12,0.315397372,0.9999999993298395,0.0,1492.18,248.6966666666667,0.0,0.3528093135,0.0777745345,0,0.74609
1516.92862,1.0,3217.99,2500.23,717.76,0.0,1.0,0.25,0.916667,0.0,0,26,3000.0,608.263689,490.207013,0.25,12,0.5056428733333334,0.7769539368435099,0.22304606284573725,3217.99,123.76884615384614,0.0,0.202754563,0.16340233766666667,0,1.0726633333333333
921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0,26,7500.0,1655.891435,251.137986,0.083333,12,0.12289244919999999,0.19643299818215143,0.8035670013501065,2137.93,82.22807692307691,0.0,0.22078552466666668,0.0334850648,0,0.28505733333333333
2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1,0,3000.0,805.647974,989.962866,0.0,12,0.9242575780000001,0.0,0.0,0.0,0.0,346.81139,0.26854932466666664,0.329987622,0,0.11560379666666667
6886.213231,1.0,1611.7,0.0,1611.7,2301.491267,0.5,0.0,0.5,0.166667,4,11,8000.0,1993.439277,2109.90649,0.0,12,0.860776653875,0.0,0.9999999993795371,1611.7,146.51818181818183,575.37281675,0.249179909625,0.26373831124999997,0,0.489148908375
2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3,0,3000.0,391.974562,376.579631,0.0,8,0.6906914513333333,0.0,0.0,0.0,0.0,928.0915676666667,0.13065818733333334,0.12552654366666666,0,0.9280915676666667
41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500.0,254.590662,73.203221,0.25,12,0.0164357956,0.0,0.9999999980732177,519.0,64.875,0.0,0.1018362648,0.0292812884,0,0.2076
1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,12,0.153005556,0.3291365116900238,0.6708634863272261,504.35,56.03888888888889,0.0,0.13237210561538462,0.05727795346153846,0,0.03879615384615385
3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,12465.54938,0.0,12,0.89449273325,0.0,0.9999999974914711,398.64,33.22,0.0,0.263495116,3.116387345,0,0.09966
2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,223.0686,13557.29726,0.0,12,1.008342343,0.0,0.9999999943400498,176.68,22.085,0.0,0.1115343,6.778648629999999,0,0.08834
6369.531318,1.0,6359.95,5910.04,449.91,229.028245,1.0,0.916667,1.0,0.333333,6,92,11250.0,2077.959051,1659.775075,0.0,12,0.5661805616000001,0.9292588776752555,0.07074112216751058,6359.95,69.12989130434782,38.171374166666666,0.18470747119999997,0.14753556222222222,0,0.5856869551111111
132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800.0,2359.629958,86.329554,0.0,12,0.07352346666666666,0.0,0.9999999987743596,815.9,47.99411764705882,0.0,1.3109055322222223,0.04796086333333333,0,0.4532777777777778
3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13,13,9000.0,9479.043842,1425.426525,0.0,12,0.4222390418888889,0.8131533416942686,0.1868466580703457,4248.35,326.79615384615386,613.4165866153846,1.0532270935555554,0.158380725,0,1.3580850695555555
5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,11,0.8947618698333334,0.0,0.0,0.0,0.0,199.73746575,0.23712111783333334,0.27616714616666665,0,0.13315831050000002
169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,215.306142,163.005536,0.0,12,0.056593893,0.0,0.9999999974974975,399.6,33.300000000000004,0.0,0.071768714,0.05433517866666667,0,0.1332
1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700.0,890.178845,971.183209,0.0,12,0.9505689647058824,0.9999999901960785,0.0,102.0,51.0,48.968097,0.5236346147058824,0.5712842405882353,0,0.20402381470588235
125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12,0.12569481700000001,0.0,0.9999999957133059,233.28,19.44,0.0,0.207773715,0.164748819,0,0.23328
7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16,8,10500.0,1601.448347,1648.851345,0.0,12,0.6812251782857143,0.5284846905348541,0.4715153068815003,387.05,48.38125,139.7590786875,0.15251889019047618,0.15703346142857144,0,0.24982811990476192
22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900.0,160.767773,159.684442,0.0,12,0.0031976072463768116,0.0,0.9999999900000002,100.0,20.0,0.0,0.023299677246376813,0.023142672753623188,0,0.014492753623188406
12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000.0,4230.323491,3292.01503,0.0,12,0.9335553815384615,0.33350778952883375,0.6664922101420033,3038.01,47.46890625,318.3583301,0.3254094993076923,0.25323192538461536,0,0.47858410007692315
1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,645.998299,256.848991,0.0,12,0.19371222066666666,0.2967997564039743,0.7032002428540263,1347.71,29.94911111111111,87.9078775,0.10766638316666666,0.04280816516666667,0,0.2539209591666667
6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3,3,10500.0,1720.118876,2506.745366,0.0,12,0.6412212441904762,0.9999999969226034,0.0,324.95,108.31666666666666,396.51125099999996,0.16382084533333333,0.23873765390476193,0,0.1442365479047619
125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,423.449696,196.301885,0.3,12,0.10471704416666668,0.9999999984296236,0.0,636.79,57.88999999999999,0.0,0.3528747466666667,0.16358490416666666,0,0.5306583333333333
3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607835,17862.55831,0.0,12,0.31973651054545454,0.0,0.9999999981727817,547.28,39.09142857142857,0.0,0.7941461668181818,1.6238689372727273,0,0.04975272727272727
1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.569311,0.0,12,0.9201948783333334,0.0,0.0,0.0,0.0,99.264367,0.19527788833333334,0.3525385061111111,0,0.055146870555555554
7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11,0,9000.0,1636.361601,1986.843608,0.0,11,0.8252307712222222,0.0,0.0,0.0,0.0,806.6704587272726,0.18181795566666667,0.22076040088888887,0,0.9859305606666666
4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000.0,1617.894416,1541.141605,0.0,12,0.8094961656,0.6898279806390003,0.3101720189409288,2380.55,58.06219512195123,242.52298585714286,0.3235788832,0.308228321,0,0.8156421802000001
6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12,2,9000.0,1237.111661,2049.408839,0.0,12,0.696602016,0.9999999950980393,0.0,204.0,102.0,243.80832183333334,0.1374568512222222,0.22771209322222224,0,0.3477444291111111
1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6,6,7500.0,20071.07544,719.948985,0.333333,12,0.18821363066666666,0.9999999989618371,0.0,963.24,160.54,1028.9471461666667,2.676143392,0.095993198,0,0.9515897169333334
663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3,0,1800.0,3067.05783,283.333445,0.166667,12,0.3685821166666667,0.0,0.0,0.0,0.0,1044.3546446666667,1.7039210166666667,0.15740746944444445,0,1.7405910744444444
784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000.0,1262.309666,363.142736,0.111111,12,0.2616299206666667,0.5150695337221719,0.4849304656227733,1526.59,56.54037037037037,198.94723699999997,0.4207698886666667,0.12104757866666667,0,1.2383365356666667
4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,868.275275,1801.264841,0.0,12,0.9121579551111111,0.9999999950937102,0.0,203.82,203.82,0.0,0.1929500611111111,0.4002810757777778,0,0.04529333333333333
1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.354137,0.0,12,0.9071615846666667,0.0,0.0,0.0,0.0,1481.587093,0.25219615133333334,0.21423609133333332,0,0.9877247286666667
5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.341501,1318.71492,0.0,12,0.625405364,0.3079767147131472,0.6920232846313042,1525.44,76.272,0.0,0.16827547070588236,0.15514293176470587,0,0.17946352941176472
2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,864.2065423050828,0.0,12,0.9342965358333334,0.22196796287879184,0.7780320348328786,437.0,87.4,92.324346,0.0,0.3600860592937845,0,0.25902028833333335
474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,8,0.27908655823529416,0.0,0.9999999908875525,109.74,36.58,1013.659552,0.10353706176470588,0.08658811294117646,0,0.6608232658823529
3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,864.2065423050828,0.0,12,0.930978865952381,0.0,0.0,0.0,0.0,282.98188585714286,0.0,0.20576346245359114,0,0.4716364764285714
229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,12,0.0696567209090909,0.5868526727236457,0.41314732685804934,2390.6,27.47816091954023,0.0,0.7708950178787879,0.05322964393939394,0,0.7244242424242424
863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,0.21595245825,0.9999999980295566,0.0,507.5,169.16666666666666,347.5485795,0.14696661275,0.07161217974999999,0,0.30064928975
4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297346,1012.415961,0.0,8,0.4109443214166667,0.7167247224193776,0.2832752764712617,901.4200000000001,100.15777777777777,230.55807064864865,0.6761081121666667,0.08436799675000001,0,0.7860057178333333
1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.446601,0.0,12,0.43155542599999996,0.7148800615490194,0.28511993812921477,3107.85,172.65833333333333,0.0,0.559931336,0.5289786404000001,0,1.24314
1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,0.4473374568571428,0.0,0.0,0.0,0.0,107.11971166666666,0.19766436542857144,0.16613769057142855,0,0.09181689571428571
464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9,0.15489138533333333,0.9999999994947504,0.0,1979.22,179.92909090909092,1981.265503,1.0366842473333333,0.044148697,0,1.3201618343333332
6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.016763,864.2065423050828,0.0,12,0.0066605169999999995,0.0,0.9999999967741936,310.0,38.75,0.0,0.417016763,0.8642065423050829,0,0.31
1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,864.2065423050828,0.0,12,0.2186659973333333,0.999999999221123,0.0,1283.9,213.98333333333335,0.0,0.0,0.14403442371751382,0,0.21398333333333336
3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,864.2065423050828,0.0,12,0.9063045365000001,0.9999999968078654,0.0,313.27,78.3175,133.6937486,0.0,0.21605163557627072,0,0.24543468575
2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,12,0.3181774172,0.9178686832467928,0.08213131656154887,5217.62,124.22904761904762,0.0,0.7571639484,0.1748686504,0,0.6956826666666667
3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,0.99278469125,0.0,0.0,0.0,0.0,74.85850566666666,0.191234682,0.40005306074999997,0,0.05614387925
5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.02617,0.0,12,0.9156506766666667,0.0,0.9999999956331878,229.0,38.166666666666664,242.647833,0.3517595038333333,0.31583769500000003,0,0.19993188866666667
1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,0.2890944666153846,0.9999999911504426,0.0,113.0,56.5,0.0,0.5399517786153846,0.08432397476923076,0,0.017384615384615384
1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,0.972371063125,0.9999999848942601,0.0,66.2,66.2,0.0,0.21130228812500002,0.5232597962500001,0,0.041375
809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148648,241.645387,0.090909,11,0.19508023566265062,0.0,0.0,0.0,0.0,545.6674951428571,1.0535297946987952,0.05822780409638554,0,0.9204030038554217
7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,864.2065423050828,0.0,12,0.0044702225,0.9999999988095238,0.0,840.0,840.0,0.0,0.0,0.5401290889406768,0,0.525
1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12,1.0399388135135135,0.0,0.9999999994702379,1887.64,30.944918032786887,401.48734275,1.9935383772972974,1.7659442037837838,0,1.888426687027027
1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.451648,897.905444,0.0,12,0.9766999927777779,0.7887129222013607,0.21128707537339736,412.33,37.484545454545454,0.0,0.4319175822222222,0.4988363577777778,0,0.2290722222222222
809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.412493,0.0,8,0.5398983033333333,0.0,0.0,0.0,0.0,908.423608,0.09738317933333333,0.11960832866666668,0,0.6056157386666666
1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,0.6305220116,0.0,0.0,0.0,0.0,63.81809116666667,0.21600889,0.1411535216,0,0.1531634188
3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000.0,6876.836205,1001.607366,0.083333,12,0.6650872631666667,0.7233396556989007,0.2766603405060329,263.5,32.9375,0.0,1.1461393675,0.16693456099999998,0,0.043916666666666666
1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,0.9996679329411765,0.9999999992666955,0.0,1363.69,340.9225,0.0,0.9551860870588236,0.5432387458823529,0,0.8021705882352942
5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,2180.881868,0.0,12,0.8780293958400001,0.0,0.9999999976139347,419.1,38.1,156.3498465,0.20611438544,0.34894109887999997,0,0.16711990176
2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27,33,7000.0,28232.69446,1107.030803,0.454545,12,0.4272031694285714,0.36789534996409773,0.6321046498148231,4523.2699999999995,137.0687878787879,1010.980954074074,4.033242065714285,0.15814725757142858,0,4.545679394285714
656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,8,0.09371614428571429,0.0,0.0,0.0,0.0,491.449967,0.13006542642857144,0.020140456142857144,0,0.21062141442857144
1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,10,0.8039877417777778,0.7046925329812403,0.29530746561800325,713.9,89.2375,0.0,0.39511885244444445,0.27678119822222225,0,0.3172888888888889
532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.177304,175.510344,0.0,11,0.0887224195,0.652372653670262,0.347627345067016,791.94,113.13428571428572,0.0,0.21752955066666668,0.029251724,0,0.13199
5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,2161.428274,0.0,12,0.9767389373333334,0.4440528940074165,0.5559471042128123,561.87,40.13357142857143,0.0,0.33167416633333335,0.3602380456666667,0,0.093645
1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.656993,0.0,12,0.1570580408181818,0.9999999983501344,0.0,606.11,35.65352941176471,0.0,0.2690836858181818,0.056696090272727276,0,0.05510090909090909
578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,0.3858731193333333,0.0,0.999999996875,320.0,40.0,0.0,0.9592737126666666,0.126791028,0,0.21333333333333335
1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200.0,29.278671,8242.687678,0.0,12,1.0047638983333333,0.0,0.0,0.0,0.0,38.325801,0.024398892499999998,6.868906398333333,0,0.031938167499999996
6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7,7,7000.0,1624.583114,2503.40234,0.0,12,0.9419743777142857,0.999999997427057,0.0,388.66,55.52285714285715,660.2763685714286,0.232083302,0.35762890571428574,0,0.7157992257142857
17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,0.0034715125999999997,0.16422299299888507,0.8357770029169818,244.85,18.834615384615383,0.0,0.0715604164,0.0243046832,0,0.04897
81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5,0,9500.0,116.569033,164.692136,0.0,12,0.008587864315789473,0.0,0.0,0.0,0.0,597.0600012,0.01227042452631579,0.017336014315789475,0,0.31424210589473683
3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000.0,210.053432,99.533735,0.444444,12,0.0003155258333333333,0.21195039299548746,0.788049599488541,133.04999999999998,26.610000000000003,0.0,0.017504452666666667,0.008294477916666666,0,0.0110875
42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0,12,1200.0,725.606194,140.809454,1.0,12,0.035387025,0.0,0.9999999974747474,396.0,33.0,0.0,0.6046718283333333,0.11734121166666665,1,0.33
1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1,50,9000.0,4921.066897,594.756686,0.0,12,0.21504027622222222,0.9185735208482029,0.08142647894836307,4915.6,98.31200000000001,293.844792,0.5467852107777778,0.06608407622222222,0,0.5788271991111111
134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0,22,16500.0,1275.229436,171.357189,1.0,12,0.008176800121212122,0.9999999991985894,0.0,1247.8,56.71818181818182,0.0,0.07728663248484849,0.010385284181818182,1,0.07562424242424243
7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23,23,11000.0,4589.873897,1876.262988,0.0,12,0.6427227623636365,0.901083689221038,0.09891631015543507,1603.7800000000002,69.7295652173913,244.60887156521738,0.4172612633636364,0.17056936254545454,0,0.6572530950909091
8181.251131,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21,60,13500.0,3021.575846,2074.581541,0.0,12,0.6060186022962963,0.5840452431193638,0.4159547564377683,2258.01,37.633500000000005,250.05852066666665,0.22382043303703705,0.15367270674074074,0,0.556239921037037
4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12,0.8971790351111112,0.9999999777777784,0.0,45.0,45.0,104.238064,0.23863219666666666,0.21532028111111112,0,0.033164014222222225
6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14,0,6500.0,1502.205631,2864.380327,0.0,12,0.9400408098461538,0.0,0.0,0.0,0.0,194.0895655,0.23110855861538462,0.44067389646153843,0,0.4180390641538462
9381.255094,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1,46,9000.0,6409.496345,9827.045323,0.0,12,1.042361677111111,0.22506161675720887,0.7749383830467154,5100.07,110.87108695652174,370.737197,0.7121662605555555,1.091893924777778,0,0.6078674663333333
1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21,17,4000.0,3056.424974,910.707525,0.090909,11,0.4942517725,0.21985581932884787,0.7801441797021973,1032.04,60.70823529411764,206.47234414285717,0.7641062435,0.22767688125000002,0,1.34198980675
1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.840439,312.560636,0.0,12,0.7341533777777778,0.9999999780941955,0.0,45.65,45.65,495.657934,0.244911355,0.17364479777777778,0,0.30072663000000005
1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400.0,0.0,864.2065423050828,0.0,12,0.54488243375,0.9999999975345167,0.0,405.6,202.8,0.0,0.0,0.3600860592937845,0,0.169
2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,864.2065423050828,0.0,12,0.97061907,0.9999999953126465,0.0,213.34,71.11333333333333,0.0,0.0,0.3600860592937845,0,0.08889166666666667
1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1,0,1200.0,151.823651,2906.110765,0.0,12,0.9498190683333333,0.0,0.0,0.0,0.0,120.612912,0.1265197091666667,2.4217589708333334,0,0.10051075999999999
1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,6000.0,417.128532,389.138517,0.0,12,0.269992618,0.9999999986476252,0.0,739.44,67.2218181818182,0.0,0.069521422,0.0648564195,0,0.12324
